Word count limit ratio,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Score,Essay ID,Essay Set
0.168571429,0.260869565,0.84375,0.548387097,0.034364261,0.010309278,0.263504172,0.214099046,9,57,1
0.437142857,0.357142857,1,0.619047619,0.020304569,0.050761421,0.283194612,0.257551438,7,58,1
0.262857143,0.636363636,1,0.584269663,0.029411765,0.011312217,0.282667051,0.268241989,8,59,1
0.805714286,0.166666667,1,0.769230769,0.029411765,0.014705882,0.394579726,0.293230674,4,60,1
0.14,0.304347826,1,0.528571429,0.013289037,0.003322259,0.282313057,0.235316523,8,61,1
0.191428571,0.642857143,1,0.44,0.053003534,0.03180212,0.400810002,0.289222595,8,62,1
0.171428571,0.588235294,0.976744186,0.568965517,0.013793103,0.013793103,0.299250764,0.230240343,8,63,1
0.38,0.833333333,1,0.581395349,0.050691244,0.01843318,0.320689771,0.226528086,7,64,1
0.182857143,0.541666667,0.978723404,0.550561798,0.026570048,0.012077295,0.277057952,0.239041295,9,65,1
0.06,0.4,1,0.469135802,0.032345013,0.016172507,0.241959877,0.225285313,9,66,1
0.162857143,0.35,1,0.571428571,0.034129693,0.013651877,0.261145564,0.226352501,8,67,1
0.114285714,0.151515152,0.956521739,0.568181818,0.030769231,0.01025641,0.211766875,0.209034184,9,68,1
0.311428571,0.444444444,1,0.566037736,0.01659751,0.033195021,0.244988457,0.209423499,7,69,1
0.205714286,0.392857143,0.976190476,0.535211268,0.014218009,0.028436019,0.268013867,0.210251522,12,70,1
0.265714286,0.666666667,0.98,0.465909091,0.027088036,0.031602709,0.346217279,0.287458143,10,71,1
0.505714286,0.68,0.857142857,0.558333333,0.026565465,0.011385199,0.292359816,0.24924158,10,72,1
0.102857143,0.571428571,0.933333333,0.563380282,0.023316062,0.051813472,0.277110007,0.20200003,8,73,1
0.151428571,0.172413793,1,0.628571429,0.01010101,0.02020202,0.235285214,0.218512702,7,74,1
0.005714286,0.523809524,0.740740741,0.385714286,0.017241379,0.00862069,0.276002609,0.25100819,8,75,1
0.148571429,0.368421053,0.925,0.5,0.036912752,0.036912752,0.282896863,0.235912569,8,76,1
0.491428571,0.085106383,1,0.479338843,0.03256705,0.019157088,0.268721744,0.218322531,10,77,1
0.2,0.212121212,0.975,0.493670886,0.019047619,0.102380952,0.243671867,0.220707242,10,78,1
0.088571429,0.5,1,0.347826087,0.010498688,0.031496063,0.361671099,0.310760082,10,79,1
0.165714286,0.666666667,0.921052632,0.609195402,0.071078431,0.026960784,0.289330244,0.245644668,8,80,1
0.037142857,0.875,1,0.623376623,0.044077135,0.022038567,0.287660342,0.241497501,8,81,1
0.197142857,0.173913043,1,0.641509434,0.046263345,0.024911032,0.270663178,0.229663344,8,82,1
0.405714286,0.888888889,1,0.551020408,0.052884615,0.038461538,0.366966209,0.259762337,7,83,1
0.422857143,0.363636364,1,0.552631579,0.034653465,0.02970297,0.281251984,0.237340811,6,84,1
0.551428571,0.612903226,1,0.655172414,0.025782689,0.009208103,0.293247616,0.242620467,10,85,1
0.197142857,0.392857143,0.897435897,0.623188406,0.033412888,0.021479714,0.253249175,0.264037179,8,86,1
0.182857143,0.153846154,0.947368421,0.597560976,0.031400966,0.028985507,0.182812377,0.169176541,10,87,1
0.26,0.842105263,0.977777778,0.577319588,0.024943311,0.034013605,0.303067596,0.249708734,9,88,1
0.337142857,0,1,0.645833333,0.038793103,0.004310345,0.282573684,0.198865553,6,89,1
0.345714286,0.666666667,1,0.644444444,0.017467249,0.004366812,0.395077832,0.304926481,7,90,1
0.337142857,0.466666667,1,0.619047619,0.051724138,0.034482759,0.27584427,0.195626142,8,91,1
0.86,0.215686275,0.988888889,0.518518519,0.021505376,0.02764977,0.200894871,0.211806287,11,92,1
0.534285714,0.772727273,0.891304348,0.465116279,0.026070764,0.020484171,0.243742001,0.25741014,11,93,1
0.105714286,0.2,1,0.542857143,0,0.006389776,0.221871865,0.194950956,8,94,1
0.32,0.305555556,1,0.463917526,0.023809524,0.017316017,0.163568167,0.174285368,10,95,1
0.342857143,0.4,1,0.634146341,0.047826087,0.004347826,0.264242996,0.215487828,7,96,1
0.16,0.285714286,0.939393939,0.557377049,0.051020408,0.006802721,0.239002053,0.218691086,8,97,1
0.174285714,0.205882353,0.853658537,0.455555556,0.055961071,0.00243309,0.225521652,0.209050487,11,98,1
0.008571429,0.55,0.952380952,0.455696203,0.048991354,0.034582133,0.260830218,0.199564879,8,99,1
0.331428571,0.411764706,1,0.588235294,0.055555556,0.034188034,0.248803516,0.186233773,7,100,1
0.331428571,0.25,0.982142857,0.626262626,0.019313305,0.017167382,0.22897431,0.202203217,10,101,1
0.057142857,0.307692308,0.975,0.561643836,0.012121212,0.006060606,0.296735223,0.25758082,8,102,1
0.12,0.666666667,0.977272727,0.469879518,0.007653061,0.007653061,0.286195116,0.237945283,9,103,1
0.145714286,0.476190476,1,0.520408163,0.027431421,0.007481297,0.311361155,0.293095022,10,104,1
0.534285714,0.558823529,0.933333333,0.469565217,0.011173184,0.031657356,0.236203481,0.195892561,9,105,1
0.031428571,0.166666667,0.93877551,0.556962025,0.019390582,0.016620499,0.248064369,0.209056632,11,106,1
0.802857143,0.173076923,1,0.6328125,0.017432647,0.009508716,0.219431023,0.207344495,10,107,1
0.045714286,0.476190476,1,0.539473684,0.038251366,0.013661202,0.244141402,0.240951298,8,108,1
0.005714286,0.375,0.981481481,0.544117647,0,0.037356322,0.239359841,0.251073635,8,109,1
0.325714286,0.615384615,0.964285714,0.5,0.012711864,0.021186441,0.248890625,0.20239113,6,110,1
0.568571429,0.416666667,0.957446809,0.429824561,0.030965392,0.001821494,0.246634448,0.221363118,11,111,1
0.168571429,0.448275862,0.936170213,0.511363636,0.029339853,0.017114914,0.210442729,0.187247781,9,112,1
0.062857143,0.285714286,0.955555556,0.5,0.048780488,0.021341463,0.211816176,0.191738855,8,113,1
0.162857143,0.375,0.980769231,0.658823529,0.024570025,0.00982801,0.321249523,0.260525277,8,114,1
0.451428571,0.517241379,1,0.420560748,0.037401575,0.023622047,0.212858384,0.181436389,9,115,1
0.848571429,0.5,1,0.909090909,0,0.075471698,0.250539276,0.276506343,4,116,1
0.088571429,0.24,1,0.484848485,0.018808777,0.012539185,0.217869232,0.206838668,8,117,1
0.237142857,0.535714286,0.97826087,0.614285714,0.011547344,0.034642032,0.196721766,0.217388635,12,118,1
0.385714286,0.27027027,1,0.614035088,0.030927835,0.016494845,0.193982162,0.175364732,10,119,1
0.065714286,0.55,1,0.581081081,0.034852547,0.010723861,0.274318642,0.203635044,8,120,1
0.051428571,0.647058824,1,0.526315789,0.10326087,0.029891304,0.254542107,0.178208318,8,121,1
0.522857143,0.586206897,0.814814815,0.423076923,0.015009381,0.009380863,0.305072943,0.249932424,9,122,1
0.174285714,0.379310345,0.888888889,0.528089888,0.01703163,0.01216545,0.292947066,0.211643638,10,123,1
0.22,1,0.967741935,0.517857143,0.029304029,0.010989011,0.447188538,0.274470565,7,124,1
0.2,0.7,1,0.637931034,0.05,0.014285714,0.310748496,0.261572154,8,126,1
0.148571429,0.52173913,0.956521739,0.513157895,0,0.014925373,0.228421112,0.222101661,9,127,1
0.16,0.3,1,0.703703704,0.009852217,0.007389163,0.24465077,0.198750051,9,128,1
0.188571429,0.5,1,0.573033708,0.019230769,0.009615385,0.235937377,0.2134814,10,129,1
0.677142857,0.435897436,1,0.567567568,0.023850085,0.005110733,0.249239413,0.248908459,10,130,1
0.2,0.666666667,0.979166667,0.551724138,0.011904762,0.00952381,0.271235909,0.26547262,10,131,1
0.214285714,0.72,0.961538462,0.556962025,0.035294118,0.023529412,0.216551218,0.232879438,11,132,1
0.448571429,0.181818182,1,0.606060606,0.029585799,0.01183432,0.195989242,0.183622034,10,133,1
0.142857143,0.416666667,1,0.583333333,0.0275,0.01,0.264692519,0.219778918,10,134,1
0.254285714,0.818181818,1,0.647058824,0.042145594,0.003831418,0.253962603,0.23320939,7,135,1
0.548571429,0.317073171,0.986666667,0.62962963,0.036900369,0.040590406,0.230384259,0.212383904,9,136,1
0.305714286,0.875,0.961538462,0.512195122,0.020576132,0.020576132,0.307337867,0.257035457,7,137,1
0.145714286,0.416666667,0.977272727,0.575342466,0.039900249,0.037406484,0.239905316,0.244045777,10,138,1
0.485714286,0.416666667,1,0.657894737,0.005555556,0.027777778,0.318420835,0.219259295,7,139,1
0.028571429,0.233333333,0.976744186,0.5,0.047222222,0.005555556,0.205074396,0.191730614,9,140,1
0.642857143,0.545454545,0.95890411,0.537190083,0.026086957,0.017391304,0.216685656,0.214506101,10,141,1
0.088571429,0.416666667,0.97826087,0.691358025,0.015748031,0.039370079,0.24193836,0.225741423,10,142,1
0.134285714,0.473684211,1,0.461538462,0.056105611,0.02310231,0.226907138,0.229188628,7,143,1
0.26,0.35483871,0.957446809,0.494736842,0.027210884,0.020408163,0.283887174,0.220062146,9,144,1
0.031428571,0.416666667,0.868421053,0.410958904,0.058171745,0.002770083,0.262328653,0.218931823,10,145,1
0.471428571,1,1,0.454545455,0.118918919,0.010810811,0.3083564,0.312115317,6,146,1
0.7,0.461538462,0.821428571,0.533898305,0.026890756,0.006722689,0.229251737,0.200180333,12,147,1
0.125714286,0.529411765,1,0.6,0.055555556,0.006535948,0.358877346,0.26339909,9,148,1
0.245714286,0.6,1,0.692307692,0.064220183,0.002293578,0.41092687,0.325968635,8,149,1
0.134285714,0.333333333,1,0.551020408,0.04620462,0.01650165,0.205285567,0.174411072,8,150,1
0.3,1,1,0.547169811,0.044897959,0.016326531,0.304607812,0.328795454,8,151,1
0.508571429,0.636363636,0.96,0.828571429,0.01744186,0.011627907,0.401396812,0.335673539,6,152,1
0.397142857,0.535714286,1,0.5,0.008179959,0.008179959,0.322057608,0.235256597,9,153,1
0.208571429,0.333333333,1,0.56,0.01891253,0.011820331,0.188864441,0.19761257,12,154,1
0.248571429,0.428571429,0.983870968,0.666666667,0.020594966,0.036613272,0.3125415,0.248967114,10,155,1
0.048571429,0.137931034,1,0.616666667,0.015015015,0.021021021,0.189167824,0.201787923,8,156,1
0.28,0.448275862,0.962962963,0.576470588,0.060267857,0.033482143,0.223370078,0.201050245,9,157,1
0.005714286,0.269230769,1,0.482758621,0.065340909,0.005681818,0.25972538,0.22673434,9,158,1
0.32,0.243243243,1,0.677419355,0.034632035,0.015151515,0.263395431,0.20354922,10,159,1
0.222857143,0.19047619,1,0.68,0.011029412,0.025735294,0.338139109,0.240439226,8,160,1
0.191428571,0.366666667,1,0.493975904,0.016786571,0.007194245,0.248130445,0.228288495,10,161,1
0.525714286,0.586206897,0.909090909,0.514851485,0.033707865,0.011235955,0.236840305,0.238806287,12,162,1
0.337142857,0.136363636,0.903225806,0.648148148,0.107758621,0.012931034,0.312381505,0.222590786,8,163,1
0.3,0.777777778,0.862068966,0.553191489,0.012244898,0.008163265,0.435480133,0.38684213,8,164,1
0.06,0.2,0.955555556,0.506024096,0.091644205,0.016172507,0.21616203,0.184500156,9,165,1
0.534285714,0.545454545,0.923076923,0.468468468,0.018621974,0.020484171,0.190512063,0.209386981,10,166,1
0.054285714,0.55,0.97826087,0.474576271,0.03021148,0.072507553,0.225300048,0.217463738,8,167,1
0.277142857,0.625,0.981132075,0.575,0.049217002,0.004474273,0.337410313,0.28752788,9,168,1
0.571428571,0.4,1,0.586206897,0.033333333,0.006666667,0.197340809,0.215648598,6,169,1
0.042857143,0.380952381,1,0.712121212,0.017910448,0.008955224,0.285330407,0.242872127,8,170,1
0.08,1,1,0.508196721,0.00931677,0.01863354,0.564207904,0.383795403,8,171,1
0.271428571,1,1,0.551020408,0.039215686,0.007843137,0.365562649,0.331730781,8,172,1
0.268571429,0.666666667,1,0.533333333,0.05078125,0.0234375,0.275853503,0.245614661,8,173,1
0.002857143,0.28,0.97826087,0.548780488,0.140401146,0.020057307,0.223773958,0.179884351,8,174,1
0.057142857,0.476190476,1,0.671875,0.018181818,0.012121212,0.273496674,0.220107643,8,175,1
0.088571429,0.55,0.961538462,0.549450549,0.039370079,0.023622047,0.238458127,0.23411314,10,176,1
0.068571429,0.347826087,1,0.507936508,0.024539877,0.012269939,0.2586908,0.212792917,8,177,1
0.234285714,0.3,0.807692308,0.465116279,0.078358209,0.03358209,0.183239559,0.207971764,8,178,1
0.214285714,0.173913043,0.903225806,0.528301887,0.003636364,0,0.293151938,0.224495718,8,179,1
0.248571429,0.333333333,1,0.5,0.011441648,0.018306636,0.206986344,0.192057497,10,180,1
0.262857143,0.466666667,0.905660377,0.530864198,0.018099548,0.022624434,0.257502791,0.231875693,10,181,1
0.162857143,0.529411765,1,0.594202899,0.034129693,0.027303754,0.37464844,0.291713022,8,182,1
0.122857143,0.5,0.9375,0.641975309,0.015267176,0.030534351,0.248932702,0.225781776,8,183,1
0.105714286,0.6875,1,0.483870968,0.033591731,0.036175711,0.303051132,0.221230755,8,184,1
0.331428571,0.5,0.985507246,0.616071429,0.02360515,0.019313305,0.299840929,0.26075498,8,185,1
0.042857143,0.454545455,0.907407407,0.701298701,0.014925373,0.017910448,0.336238821,0.259589301,8,186,1
0.682857143,0.666666667,1,0.608695652,0.045045045,0.027027027,0.302791687,0.317547334,5,187,1
0.174285714,0.565217391,0.981132075,0.488372093,0.01703163,0.00243309,0.233247368,0.258229311,9,188,1
0.64,0,1,0.545454545,0.03968254,0.023809524,0.214346966,0.167313975,6,189,1
0.088571429,0.391304348,0.975609756,0.701492537,0.021943574,0.043887147,0.20555088,0.230099833,10,190,1
0.302857143,0.4375,0.939393939,0.481481481,0.024590164,0.008196721,0.302480925,0.225033943,8,191,1
0.391428571,0.205128205,1,0.65625,0.075975359,0.016427105,0.28514813,0.247393958,11,192,1
0.14,0.413793103,0.976744186,0.578125,0.010025063,0.015037594,0.224777081,0.205343601,8,193,1
0.488571429,0.411764706,1,0.474226804,0.017274472,0.005758157,0.225169457,0.237917427,10,194,1
0.648571429,0.222222222,0.923076923,0.461538462,0.056910569,0.032520325,0.206770011,0.187273395,5,195,1
0.091428571,0.285714286,0.976744186,0.5,0.041884817,0.020942408,0.287514207,0.21990408,8,196,1
0.488571429,0.68,0.985074627,0.557692308,0.005758157,0.021113244,0.251110312,0.198500773,10,197,1
0.202857143,0.652173913,0.959183673,0.5375,0.021377672,0.016627078,0.253903119,0.243762914,10,198,1
1.108571429,0.564102564,0.945054945,0.548387097,0.031165312,0.016260163,0.298812847,0.22462933,11,199,1
0.031428571,0.296296296,1,0.530120482,0.027700831,0.011080332,0.251754028,0.228722112,8,200,1
0.128571429,0.407407407,0.981132075,0.646341463,0.020253165,0.012658228,0.221525803,0.206250964,9,201,1
0.074285714,0.392857143,0.979591837,0.591549296,0.034574468,0.029255319,0.24133607,0.223631958,8,202,1
0.42,0.592592593,0.984126984,0.524271845,0.018108652,0.006036217,0.276525048,0.210871694,10,203,1
0.051428571,0.151515152,0.941176471,0.574712644,0.016304348,0.002717391,0.265035001,0.222368149,10,204,1
0.6,0.255319149,1,0.568965517,0.041071429,0.033928571,0.14935287,0.176621323,10,205,1
0.037142857,0.36,1,0.56,0.022038567,0.002754821,0.221661797,0.236585573,10,206,1
0.2,0.2,0.911111111,0.611940299,0.007142857,0.017857143,0.286891849,0.223685459,8,207,1
0.571428571,0.4,1,0.84,0.006666667,0.013333333,0.338623438,0.323010475,6,208,1
0.531428571,0.375,1,0.540540541,0.012195122,0.042682927,0.333342326,0.268880149,6,209,1
0.077142857,0.423076923,1,0.653846154,0.026525199,0.023872679,0.261912339,0.241834804,9,210,1
0.457142857,0.583333333,1,0.714285714,0.036842105,0.005263158,0.301413258,0.221855009,6,211,1
0.231428571,0.25,1,0.661016949,0.003717472,0.007434944,0.349922029,0.234431099,7,212,1
0.1,0.45,1,0.4375,0.028571429,0.012698413,0.324337349,0.208739331,8,213,1
0.128571429,0.571428571,0.913043478,0.611111111,0.078688525,0.019672131,0.25695601,0.248554712,8,214,1
0.58,0.571428571,1,0.62,0.03074141,0.023508137,0.239725389,0.263340152,10,215,1
0.142857143,0.6,1,0.476190476,0.035,0.0175,0.268878178,0.242763903,8,216,1
0.494285714,0.307692308,0.987012987,0.541666667,0.013384321,0.015296367,0.211205977,0.198639355,10,217,1
0.031428571,0.153846154,1,0.709090909,0.02359882,0.03539823,0.186585425,0.192817677,8,218,1
0.105714286,0.434782609,0.979166667,0.594594595,0.023255814,0.010335917,0.196548506,0.212885805,9,219,1
0.231428571,0.135135135,0.944444444,0.520408163,0.106728538,0.016241299,0.213328583,0.188061557,10,220,1
0.411428571,0.105263158,1,0.472222222,0.014563107,0.014563107,0.17257329,0.18339049,6,221,1
0.248571429,0.481481481,0.955555556,0.613636364,0.009153318,0.027459954,0.242079452,0.237033383,9,222,1
0.214285714,0.785714286,1,0.657894737,0.030588235,0.018823529,0.335841902,0.330086082,8,223,1
0.025714286,0.5,1,0.537313433,0.041055718,0.035190616,0.288505183,0.246429917,8,224,1
0.517142857,0.302325581,0.972222222,0.460176991,0.028248588,0.011299435,0.213113281,0.180887025,12,225,1
0.291428571,0.210526316,1,0.479166667,0.008064516,0.012096774,0.255709285,0.233624085,8,226,1
0.034285714,0.296296296,1,0.658536585,0.022099448,0.011049724,0.26719606,0.229510387,9,227,1
0.165714286,0.545454545,0.833333333,0.482758621,0.065068493,0,0.324013768,0.260328699,8,228,1
0.214285714,0.291666667,1,0.515151515,0.061818182,0.036363636,0.23805872,0.222986529,8,229,1
0.294285714,0.419354839,1,0.617021277,0.024282561,0.006622517,0.267938751,0.243518831,9,230,1
0.217142857,0.217391304,1,0.724137931,0.03649635,0.010948905,0.247078531,0.208378262,8,231,1
0.517142857,0.388888889,0.957746479,0.714285714,0.018832392,0.018832392,0.218218705,0.206812483,12,232,1
0.448571429,0.555555556,1,0.535714286,0.274611399,0.015544041,0.203532852,0.177565275,7,233,1
0.162857143,0.28125,1,0.506493506,0.004914005,0.00982801,0.23289756,0.234524742,8,234,1
0.148571429,0.368421053,1,0.607142857,0.043624161,0.043624161,0.262139942,0.219198131,7,235,1
0.425714286,0.8,1,0.446808511,0.114427861,0.014925373,0.286571801,0.219070469,6,236,1
0.097142857,0.588235294,0.923076923,0.571428571,0.03164557,0.03164557,0.269590417,0.25380077,8,237,1
0.082857143,0.615384615,1,0.684210526,0.028037383,0.015576324,0.294931464,0.296443928,9,238,1
0.251428571,0.761904762,1,0.731182796,0.01826484,0.020547945,0.435396962,0.31714183,9,239,1
0.274285714,0.368421053,1,0.489795918,0.047244094,0.011811024,0.217723562,0.200733446,8,240,1
0.297142857,0.5,1,0.612244898,0.048780488,0.032520325,0.239160963,0.228128164,9,241,1
0.231428571,0.419354839,0.979166667,0.56043956,0.013921114,0.013921114,0.255968161,0.205984448,9,242,1
0.805714286,0.617647059,0.975308642,0.492537313,0.012658228,0.014240506,0.292556514,0.258555902,11,243,1
0.002857143,0.666666667,1,0.684210526,0.042979943,0.048710602,0.290490829,0.236191556,7,244,1
0.522857143,0.714285714,1,0.5,0.047904192,0.011976048,0.30817118,0.264748587,7,245,1
0.845714286,0.363636364,0.895522388,0.385185185,0.010835913,0.013931889,0.241679572,0.209965669,11,246,1
0.148571429,0.321428571,1,0.62195122,0.009950249,0.007462687,0.19760039,0.198858468,8,247,1
0.382857143,0.25,1,0.485148515,0.02892562,0.022727273,0.239827118,0.211797716,9,248,1
0.04,0.391304348,0.954545455,0.589285714,0.053571429,0.014880952,0.288838822,0.248535874,9,249,1
0.117142857,0.333333333,0.939393939,0.576271186,0.03236246,0.01618123,0.282445303,0.216716571,10,250,1
0.588571429,0.740740741,0.985915493,0.516949153,0.010791367,0.005395683,0.219424375,0.20368248,9,251,1
0.162857143,0.384615385,1,0.6,0.017199017,0.034398034,0.299835255,0.262238062,9,252,1
0.374285714,0.428571429,1,0.673913043,0.054794521,0.054794521,0.353610706,0.219052353,6,253,1
0.64,0.580645161,0.971830986,0.427350427,0.040069686,0.017421603,0.235578663,0.212090729,10,254,1
0.068571429,0.391304348,1,0.647058824,0.030674847,0.003067485,0.203603178,0.203757797,8,255,1
0.191428571,0.4,0.931034483,0.490196078,0.014134276,0.014134276,0.22297524,0.232630274,8,256,1
0.225714286,0.6,1,0.520833333,0.018648019,0.018648019,0.375591121,0.248502073,8,257,1
0.497142857,0.653846154,0.967213115,0.673076923,0.011450382,0.007633588,0.293192457,0.253430496,11,258,1
0.228571429,0.333333333,1,0.541666667,0.023255814,0.041860465,0.227037088,0.206272644,9,259,1
0.114285714,0.2,0.975609756,0.563380282,0.032258065,0.019354839,0.255800387,0.214139615,7,260,1
0.268571429,0.466666667,0.928571429,0.539215686,0.047297297,0.013513514,0.27362734,0.218011294,9,261,1
0.162857143,0.75,1,0.486111111,0.006825939,0.013651877,0.443013215,0.30151745,8,262,1
0.497142857,0.6,0.85106383,0.441176471,0.040076336,0.011450382,0.24660489,0.238303419,10,263,1
0.054285714,0.611111111,0.954545455,0.573333333,0.021680217,0,0.321419366,0.270346589,8,264,1
0.14,0.277777778,0.959183673,0.527027027,0.027568922,0.015037594,0.196794285,0.159798549,11,265,1
0.131428571,0.52,1,0.592105263,0.03030303,0.012626263,0.296890952,0.252732372,11,266,1
0.285714286,0.608695652,0.897959184,0.484536082,0.013333333,0.011111111,0.288444469,0.277219853,10,267,1
0.248571429,0.588235294,1,0.540983607,0.019011407,0.011406844,0.281474565,0.236777826,8,268,1
0.137142857,0.523809524,0.925,0.461538462,0.027638191,0.027638191,0.272626867,0.230476097,9,269,1
0.114285714,0.346153846,0.983333333,0.602040816,0.030769231,0.012820513,0.280364381,0.210697125,8,270,1
0.085714286,0.4,1,0.484848485,0.03125,0.025,0.225396391,0.199541513,8,271,1
0.462857143,0.282051282,0.98630137,0.596330275,0.029296875,0.017578125,0.184693366,0.185467972,10,272,1
0.157142857,0.727272727,1,0.649122807,0.023728814,0.027118644,0.34911141,0.271599294,8,273,1
0.1,0.37037037,0.958333333,0.436619718,0.033766234,0.015584416,0.19744905,0.211381966,9,274,1
