Word count limit ratio,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Vocabulary,Score
0.874,0.166666667,1,0.571428571,0,0.095238095,0.811454499,0.73798733,0.058,14
0.574,0.833333333,1,0.358490566,0.136150235,0.028169014,1.140420527,0.794387648,0.12,10
0.744,0.363636364,1,0.633333333,0.03125,0.0078125,0.988596323,0.811302297,0.096,17
0.594,0.176470588,1,0.409090909,0.039408867,0.02955665,0.705091221,0.813720067,0.144,21
0.41,0.166666667,0.975,0.394736842,0.030508475,0.115254237,0.961609694,0.860480354,0.214,24
0.418,0.5625,1,0.403225806,0.041237113,0.054982818,1.200745262,1.153489416,0.186,21
0.762,0.375,1,0.444444444,0.18487395,0.025210084,0.419891149,0.504127103,0.1,6
0.656,1,1,0.657142857,0.023255814,0.01744186,0.710251142,0.473622835,0.096,12
0.552,0.461538462,1,0.530612245,0.008928571,0,1.151931401,0.939636655,0.128,21
0.632,0.235294118,1,0.434782609,0.059782609,0.010869565,0.903028788,0.891624846,0.158,24
0.37,0.36,1,0.453333333,0.00952381,0.06031746,0.954317352,0.931141748,0.212,24
0.81,0.2,1,0.631578947,0.010526316,0.021052632,0.658452028,0.63515417,0.066,15
0.752,0.5,1,0.483870968,0.040322581,0.032258065,0.823624089,0.74420652,0.084,14
0.904,0,1,0.5625,0.0625,0.020833333,0.783923484,0.427345594,0.032,9
0.87,0.2,1,0.666666667,0.046153846,0,1.199500512,0.821486725,0.038,9
0.376,0.588235294,1,0.394736842,0.032051282,0.012820513,1.39285284,0.911614687,0.136,9
0.506,0.217391304,1,0.472727273,0.008097166,0.016194332,0.808676085,0.99821027,0.2,22
0.84,0.142857143,1,0.777777778,0.1,0.0375,0.709804822,0.674294519,0.06,8
0.726,0.6,0.947368421,0.548387097,0.03649635,0.03649635,0.961922812,0.535131186,0.092,15
0.768,1,1,0.545454545,0.00862069,0.017241379,0.636914407,0.580078283,0.106,20
0.666,0.75,1,0.485714286,0.065868263,0.017964072,0.749851603,0.736630545,0.088,10
0.7,0.454545455,1,0.444444444,0.08,0.006666667,1.040556981,0.745167181,0.088,18
0.742,0.8,0.666666667,0.407407407,0.015503876,0,0.718447719,0.629428705,0.104,18
0.848,0.4,1,0.555555556,0.013157895,0,0.901187243,0.872949989,0.05,14
0.348,0.142857143,1,0.462686567,0.055214724,0.021472393,1.047792489,0.932569542,0.236,23
0.814,0.5,1,0.47826087,0.086021505,0.086021505,0.567640571,0.476588653,0.066,6
0.872,0.4,1,0.470588235,0,0,1.072428034,0.636914705,0.036,11
0.87,0.5,1,0.6,0.061538462,0.061538462,0.698979592,0.308035714,0.058,9
0.594,0.4,1,0.596153846,0.004926108,0.009852217,1.542190572,1.093226805,0.108,21
0.698,0.666666667,0.961538462,0.615384615,0.046357616,0.013245033,1.079589192,0.653726926,0.1,16
0.68,0.384615385,1,0.444444444,0.01875,0.00625,0.953550605,0.741185803,0.106,11
0.71,0.666666667,1,0.441176471,0.020689655,0.013793103,0.912913436,0.907777389,0.096,20
0.84,0.6,0.75,0.5,0.0375,0.025,0.74113097,0.528727929,0.056,8
0.832,0.5,1,0.8,0.011904762,0.05952381,0.775677101,0.760053419,0.044,7
0.668,0.555555556,1,0.6875,0.06626506,0.006024096,1.032042891,0.792307859,0.112,17
0.7,0.444444444,0.956521739,0.783783784,0.026666667,0.013333333,1.152761867,0.86012117,0.078,14
0.07,0.846153846,1,0.522522523,0.04516129,0.017204301,1.096313525,0.857160976,0.228,22
0.692,0.176470588,0.9,0.342105263,0.025974026,0.032467532,0.663796475,0.786529375,0.13,21
0.666,0.545454545,1,0.361111111,0.011976048,0,1.224802988,0.849973224,0.084,12
0.624,0.384615385,1,0.489361702,0.021276596,0.005319149,0.792415333,0.885419019,0.126,18
0.396,0.526315789,1,0.375,0.11589404,0.023178808,1.265427988,0.925786625,0.206,12
0.722,0.166666667,0.954545455,0.594594595,0.086330935,0.021582734,0.937424313,0.822670145,0.112,19
0.758,0.428571429,1,0.473684211,0.049586777,0.008264463,0.876928083,0.629335409,0.086,16
0.888,0,1,0.875,0.053571429,0.053571429,0.637377737,0.590680395,0.044,11
0.504,0.5,0.973684211,0.356164384,0.036290323,0.153225806,0.727139042,0.690977302,0.204,18
0.716,0.428571429,0.9375,0.64,0.028169014,0.028169014,0.683621313,0.564066733,0.11,15
0.594,0.4,1,0.457627119,0.009852217,0.108374384,1.071424061,0.773172088,0.144,17
0.578,0.352941176,1,0.648648649,0.023696682,0.018957346,1.038997691,0.954805555,0.16,16
0.77,0.222222222,0.9,0.615384615,0.034782609,0.008695652,0.959247747,0.987482111,0.074,9
0.854,1,1,0.428571429,0.01369863,0.02739726,0.640109499,0.55066483,0.056,16
0.848,0,1,0.4,0.052631579,0.065789474,0.50265585,0.583198962,0.066,9
0.73,1,1,0.382352941,0.022222222,0.014814815,0.473588911,0.592179487,0.084,17
0.608,0.416666667,1,0.565217391,0.035714286,0.066326531,0.951522307,0.841537405,0.15,24
0.71,0.25,1,0.516129032,0.020689655,0.006896552,0.794791247,0.97841033,0.108,11
0.818,0.25,0.8,0.4,0.054945055,0.032967033,1.326232646,0.742086039,0.04,9
0.71,0.363636364,1,0.432432432,0.013793103,0.027586207,0.901593809,0.716791861,0.096,18
0.698,0.0625,1,0.347826087,0.039735099,0.033112583,1.138401967,0.82171732,0.1,18
0.782,0.444444444,1,0.454545455,0.018348624,0.055045872,0.742264875,0.756097691,0.09,14
0.478,0.272727273,1,0.647058824,0.01532567,0.003831418,1.08464597,1.112399593,0.162,17
0.574,0.333333333,1,0.557377049,0.009389671,0.014084507,1.048539842,0.87979653,0.128,18
0.782,0.571428571,1,0.538461538,0.091743119,0.027522936,0.915565956,0.629692398,0.062,15
0.848,0.166666667,1,0.6875,0.026315789,0,0.583254103,0.542377895,0.06,13
0.594,0.666666667,1,0.62962963,0.019704433,0.275862069,1.062736557,0.53082807,0.09,11
0.34,0.233333333,1,0.481481481,0.003030303,0.060606061,0.985592018,0.875664066,0.218,24
0.942,0.5,0.75,0.888888889,0,0.034482759,0.666666667,0.338012821,0.02,7
0.69,0.714285714,1,0.555555556,0.025806452,0.032258065,0.801942954,0.682326702,0.132,17
0.828,1,1,0.428571429,0.058139535,0.104651163,0,0,0.056,11
0.604,0.5,0.972222222,0.644444444,0.035353535,0.02020202,1.097957089,0.728652146,0.096,16
0.674,0.25,1,0.368421053,0.006134969,0.024539877,1.171593116,0.86213615,0.106,17
0.41,0.2,0.952380952,0.542857143,0.016949153,0.006779661,1.102457221,0.996085076,0.206,22
0.866,0.2,0.888888889,0.357142857,0.089552239,0.029850746,0.478896682,0.403263248,0.052,12
0.582,0.555555556,0.973684211,0.603174603,0.019138756,0.052631579,1.269953145,0.757337072,0.1,12
0.642,0.052631579,1,0.466666667,0.044692737,0.033519553,1.116666581,0.823464541,0.1,16
0.53,0.238095238,1,0.456521739,0.080851064,0.021276596,0.900821227,0.876027867,0.204,20
0.584,0.166666667,0.96875,0.644444444,0.004807692,0.014423077,1.125892064,1.002071576,0.138,16
0.732,0.5,0.95,0.580645161,0.007462687,0.02238806,1.00169343,0.941034502,0.074,15
0.826,1,0.857142857,0.5,0.045977011,0,0.843333333,0.290091089,0.056,8
0.608,0.384615385,0.95,0.470588235,0.091836735,0.071428571,0.790250219,0.678241065,0.188,17
0.678,0.333333333,1,0.580645161,0.055900621,0.01863354,0.977348701,0.703491871,0.09,13
0.712,0.066666667,1,0.447368421,0.013888889,0.020833333,0.939247283,0.888463961,0.13,20
0.482,1,1,0.533333333,0.034749035,0.030888031,0.598372891,0.380165344,0.168,14
0.458,0.060606061,0.977272727,0.3875,0,0.05904059,0.925804054,0.845196036,0.198,24
0.578,0.157894737,0.971428571,0.425925926,0.037914692,0.018957346,1.167374231,0.914008381,0.114,17
0.86,0.142857143,1,0.647058824,0.057142857,0,0.653202411,0.589911328,0.054,12
0.44,0.588235294,0.888888889,0.594202899,0.032142857,0.010714286,1.166649339,0.83622206,0.17,20
0.786,0.090909091,1,0.56,0.037383178,0.009345794,0.671110553,0.638109316,0.074,13
0.794,0.75,1,0.407407407,0.009708738,0.067961165,1.065232576,0.820787037,0.064,16
0.408,0.3,0.976744186,0.571428571,0.003378378,0.003378378,1.208684851,1.222027717,0.18,18
0.674,0.4,1,0.4,0.098159509,0.110429448,0.627529288,0.676465496,0.138,12
0.57,0.428571429,1,0.421052632,0.037209302,0.060465116,1.581867839,0.998234091,0.162,21
0.742,0.333333333,1,0.5,0.007751938,0.007751938,0.675303245,0.828806802,0.084,19
0.608,0.5,1,0.5,0.005102041,0.005102041,1.098306625,0.859382899,0.116,23
0.616,0.545454545,1,0.7,0.046875,0.015625,1.286168666,0.902738278,0.118,17
0.456,0.5625,1,0.508474576,0.003676471,0.007352941,1.244541311,1.108303329,0.148,21
0.854,0.4,0.888888889,0.4,0.02739726,0.01369863,0.702619331,0.814596564,0.052,9
0.802,0.4,1,0.56,0.02020202,0.01010101,0.650070555,0.588661221,0.07,15
0.83,0.142857143,1,0.5,0.023529412,0.023529412,1.037266584,0.807133719,0.05,12
0.158,0.413793103,1,0.421568627,0.009501188,0.023752969,1.33618964,1.263952816,0.238,24
0.846,0.75,1,0.529411765,0.038961039,0.012987013,0.591288958,0.493852768,0.052,16
0.898,0.333333333,1,0.636363636,0.137254902,0.019607843,0.7986604,0.430558926,0.034,8
0.818,0.166666667,1,0.52173913,0.043956044,0.043956044,1.3168196,0.678199333,0.072,13
0.65,0.214285714,0.961538462,0.375,0.017142857,0.017142857,0.785103645,0.816499516,0.128,21
0.74,0.6,1,0.586206897,0,0.007692308,0.567005928,0.618470187,0.106,16
0.88,1,1,0.454545455,0.016666667,0.033333333,0.343719937,0.368518519,0.046,9
0.826,0.333333333,1,0.407407407,0.091954023,0.022988506,0.660573112,0.547449962,0.06,17
0.748,0.625,1,0.526315789,0.015873016,0.015873016,0.846109974,0.769930467,0.084,16
0.858,0.4,1,0.714285714,0.028169014,0.014084507,1.352831234,0.595102544,0.036,7
0.712,0.266666667,0.947368421,0.666666667,0.020833333,0.020833333,0.986960147,1.133480289,0.122,16
0.41,0.4375,0.977777778,0.436619718,0.027118644,0.020338983,0.890491021,1.080861024,0.192,19
0.808,0.5,1,0.583333333,0.114583333,0.0625,0.901353276,0.481843034,0.086,8
0.556,0.5,1,0.52,0.027027027,0.036036036,0.74522938,0.790722382,0.17,22
0.784,0.222222222,1,0.481481481,0.009259259,0.037037037,0.561051924,0.744489574,0.11,18
0.518,0.8,1,0.549019608,0.053941909,0.004149378,0.959871398,1.017618772,0.142,18
0.866,1,0.909090909,0.789473684,0.074626866,0.029850746,0,0,0.04,8
0.654,0.363636364,1,0.363636364,0.023121387,0.011560694,1.278804961,1.15694421,0.12,18
0.584,0.666666667,1,0.391304348,0.014423077,0.144230769,1.02981195,0.604955308,0.15,17
0.568,0.157894737,1,0.5,0.027777778,0.009259259,0.891779688,0.895444161,0.162,24
0.688,0.333333333,1,0.470588235,0.076923077,0.012820513,0.535605893,0.569768915,0.122,12
0.676,0.307692308,0.9,0.630434783,0.012345679,0,1.108673356,0.947460671,0.102,16
0.366,0.2,0.980392157,0.388888889,0.003154574,0.110410095,0.870666171,0.873991983,0.278,22
0.748,0.6,0.947368421,0.515151515,0.063492063,0.031746032,0.811808167,0.578894381,0.108,14
0.684,0.2,1,0.571428571,0,0.018987342,1.070245559,0.943261264,0.096,18
0.812,1,1,0.590909091,0.085106383,0.021276596,0,0,0.068,8
0.566,0.416666667,0.96969697,0.395833333,0.041474654,0.152073733,0.881838755,0.900530773,0.138,15
0.724,0.363636364,0.866666667,0.428571429,0.014492754,0,0.896617409,0.871726016,0.108,17
0.704,0.25,1,0.694444444,0.060810811,0.027027027,1.088196642,0.863043958,0.102,17
0.62,0.25,1,0.538461538,0.047368421,0.010526316,1.181363284,0.909381154,0.12,14
0.59,0.4,1,0.48,0.03902439,0.034146341,1.068556838,0.839482992,0.152,23
0.768,0.363636364,1,0.55,0.094827586,0.00862069,0.470071988,0.649917,0.068,17
0.39,0.137931034,0.975609756,0.4,0.02295082,0.026229508,0.967828715,1.041554248,0.212,24
0.774,0.571428571,0.875,0.352941176,0.017699115,0.008849558,0.784254437,0.759536848,0.092,20
0.57,0.466666667,1,0.485714286,0.023255814,0,0.708741367,0.786681302,0.166,16
0.692,0.181818182,0.954545455,0.534883721,0.045454545,0.006493506,1.175828526,0.688572282,0.094,15
0.68,0.2,1,0.564102564,0.00625,0.03125,1.081584711,0.860515801,0.108,18
0.476,0.714285714,1,0.415584416,0.106870229,0.076335878,0.919004147,0.917606925,0.162,17
0.684,0.272727273,1,0.540540541,0.113924051,0.044303797,0.843966428,0.753885903,0.148,16
0.554,0.666666667,0.970588235,0.45,0.02690583,0.00896861,0.839874727,0.608995508,0.114,13
0.502,0.315789474,1,0.689655172,0.024096386,0.040160643,1.2965679,1.072853724,0.134,18
0.71,0.058823529,1,0.404761905,0.013793103,0.096551724,0.890799087,0.834577241,0.112,19
0.274,0.642857143,0.963636364,0.4,0.038567493,0.027548209,1.052569252,0.906458336,0.236,22
0.654,0.428571429,1,0.72,0.005780347,0.01734104,0.836787133,0.630447992,0.106,8
0.654,0.363636364,1,0.548387097,0.052023121,0.01734104,0.636843153,0.781856828,0.12,23
0.722,1,1,0.46875,0.014388489,0.014388489,0.433578987,0.341170635,0.094,14
0.776,0.375,1,0.458333333,0.142857143,0,0.72467838,0.630935351,0.086,14
0.714,0.666666667,1,0.413793103,0.013986014,0.06993007,0.558162414,0.537608282,0.112,15
0.796,0.222222222,1,0.619047619,0.049019608,0.029411765,0.748154261,0.521381561,0.07,15
0.67,0.307692308,1,0.45,0.03030303,0,0.759717187,0.76847643,0.118,19
0.948,1,1,0.571428571,0,0.038461538,0,0,0.022,6
0.6,0.2,0.964285714,0.48,0.01,0.075,0.732753173,0.838426887,0.17,21
0.336,0.75,0.983870968,0.531914894,0.030120482,0.009036145,0.844917935,0.559204846,0.164,16
0.906,1,1,0.4,0.106382979,0,0,0,0.034,7
0.824,0.75,1,0.45,0.068181818,0.011363636,0.844998643,0.606256614,0.058,16
0.792,0.25,1,0.6,0.067307692,0.019230769,1.013608228,0.523345925,0.074,14
0.7,0.066666667,0.956521739,0.647058824,0.046666667,0.006666667,0.962291792,0.76515976,0.112,17
0.61,0.266666667,1,0.395348837,0.005128205,0.025641026,1.094712951,1.276001028,0.122,15
0.7,0.75,1,0.4,0.013333333,0.006666667,0.65262737,0.671318109,0.116,16
0.754,0.066666667,0.956521739,0.636363636,0.032520325,0.056910569,0.960767384,0.736612981,0.094,17
0.53,0.277777778,1,0.5,0.05106383,0.012765957,0.940891875,0.985108256,0.172,22
0.604,0.263157895,0.928571429,0.456521739,0.095959596,0.065656566,0.794953676,0.862739228,0.16,17
0.416,0.285714286,1,0.539473684,0.023972603,0.017123288,0.890881505,0.865216774,0.194,18
0.894,0.5,1,0.4,0.018867925,0,1.023682645,0.54640995,0.036,13
0.652,0.333333333,0.933333333,0.583333333,0.068965517,0.074712644,0.669526407,0.690426193,0.124,11
0.682,0.375,1,0.52173913,0.056603774,0.031446541,1.504015738,0.827515263,0.102,17
0.472,0.555555556,1,0.438356164,0.037878788,0.113636364,1.107595028,0.776041393,0.152,16
0.658,0.6,1,0.720930233,0.099415205,0.023391813,1.216226743,0.925160078,0.096,13
0.792,1,1,0.5,0.125,0.028846154,0,0,0.068,11
0.922,1,1,0.5,0,0.025641026,0,0,0.024,8
0.228,0.428571429,0.966666667,0.393617021,0.044041451,0.03626943,1.257933016,1.06048914,0.208,20
0.816,0.111111111,1,0.5,0.02173913,0,0.882133817,0.798307939,0.072,17
0.69,0.5,1,0.696969697,0.032258065,0.04516129,1.215271963,0.728750437,0.084,18
0.674,0.5,1,0.375,0.030674847,0.018404908,0.569512768,0.66055264,0.106,15
0.632,0.545454545,0.96,0.470588235,0.016304348,0,1.375233186,0.982376244,0.106,20
0.708,0.555555556,1,0.5,0.04109589,0,0.894120064,0.606025978,0.1,19
0.522,0.857142857,0.970588235,0.366666667,0.041841004,0.058577406,1.036169787,0.662083244,0.134,10
0.41,0.666666667,0.947368421,0.5,0.027118644,0.047457627,1.009351332,0.696492607,0.16,16
0.704,0.444444444,1,0.472222222,0.027027027,0.047297297,1.232566439,1.009438113,0.102,18
0.686,0.285714286,1,0.815789474,0.038216561,0.012738854,0.940521474,0.728598006,0.102,14
0.794,0.4,1,0.703703704,0.13592233,0.019417476,1.017084648,0.540948378,0.086,12
0.672,0.363636364,0.958333333,0.444444444,0.030487805,0.012195122,0.7319965,0.746231437,0.114,15
0.912,1,1,0.666666667,0.045454545,0.022727273,0.402777778,0.201256614,0.034,6
0.45,0.666666667,1,0.428571429,0.04,0.021818182,1.301981605,0.96896459,0.134,18
0.734,0.833333333,1,0.7,0.007518797,0.007518797,0.794514091,0.692829632,0.094,17
0.756,0.333333333,0.944444444,0.433333333,0.081967213,0,1.314911602,0.727527632,0.07,13
0.752,0.571428571,1,0.617647059,0.008064516,0.008064516,0.911561511,0.78023589,0.074,17
0.822,0.5,1,0.6,0.011235955,0.011235955,0.902103574,1.029852475,0.07,15
0.578,0.176470588,0.971428571,0.48,0.018957346,0.023696682,0.960461433,0.775140295,0.124,18
0.946,0,1,0.6,0.074074074,0.037037037,0.199723302,0.260653415,0.024,13
0.68,0.25,1,0.488372093,0.0125,0.0125,1.138352003,1.072212519,0.084,12
0.74,0.666666667,1,0.648648649,0.007692308,0.015384615,1.049390619,0.759555644,0.064,12
0.884,0.666666667,1,0.4,0,0.051724138,0.558887968,0.376246896,0.05,14
0.81,0.166666667,1,0.37037037,0.178947368,0.010526316,0.867968929,0.602976513,0.082,15
0.256,0.042553191,0.986111111,0.515463918,0.01344086,0.053763441,1.55296292,1.062828667,0.216,12
0.732,0.625,1,0.592592593,0.037313433,0.02238806,0.941548112,0.825439897,0.096,18
0.344,0.4,1,0.362318841,0.088414634,0.027439024,1.087189868,0.923601164,0.196,15
0.368,0.473684211,0.973684211,0.390625,0.088607595,0.015822785,0.89041507,0.880593626,0.248,21
0.668,0.333333333,0.947368421,0.512195122,0.006024096,0,1.005231504,1.02315749,0.104,13
0.748,0.428571429,1,0.486486486,0.031746032,0.03968254,1.309769952,0.613607576,0.048,16
0.444,0.411764706,1,0.430555556,0.007194245,0.021582734,0.853393336,0.834421142,0.214,21
0.758,0.6,1,0.545454545,0.05785124,0.016528926,0.366485112,0.493237725,0.094,16
0.606,0.4,1,0.617647059,0.030456853,0.065989848,0.818347234,0.790371356,0.144,18
0.94,1,1,0.666666667,0.033333333,0.033333333,0,0,0.022,10
0.754,0.428571429,1,0.4,0.008130081,0.016260163,0.754728432,0.79650618,0.096,14
0.702,0.166666667,1,0.464285714,0.026845638,0.013422819,0.859632411,0.828449447,0.114,16
0.946,1,1,0.444444444,0.074074074,0.037037037,0,0,0.026,6
0.396,0.473684211,0.952380952,0.590909091,0.016556291,0.003311258,0.843658578,0.820449637,0.23,24
0.878,0.166666667,1,0.625,0.06557377,0.032786885,0.840887846,0.63515484,0.044,13
0.784,0.4,1,0.6,0.055555556,0.018518519,0.509070747,0.671413812,0.1,18
0.724,0.444444444,0.96,0.529411765,0,0.007246377,0.95340787,0.915906647,0.09,18
0.6,0.166666667,1,0.537037037,0.02,0.01,1.304016985,0.938497537,0.142,23
0.796,1,1,0.72,0.029411765,0.156862745,0,0,0.068,4
0.448,0.12,1,0.65625,0.010869565,0,1.016279377,1.017799965,0.19,19
0.738,0.5,0.9375,0.466666667,0.045801527,0.015267176,0.788746364,0.875438544,0.08,16
0.612,0.8,1,0.377777778,0.015463918,0.010309278,1.159813544,0.792278022,0.118,19
0.456,0.4375,0.972972973,0.407407407,0.025735294,0.018382353,0.889306159,0.872576683,0.196,17
0.636,0.363636364,1,0.613636364,0.027472527,0.027472527,0.800620475,0.734500758,0.138,17
0.914,0.5,0.75,0.818181818,0.023255814,0.023255814,0.422222222,0.320734127,0.038,7
0.734,0.071428571,1,0.444444444,0.067669173,0.015037594,0.823366716,0.79894282,0.102,17
0.31,0.392857143,0.983050847,0.462365591,0.020289855,0.098550725,1.270401632,1.200629794,0.15,13
0.568,0.333333333,1,0.7,0.018518519,0.226851852,1.032993325,0.949222837,0.144,14
