Word count limit ratio,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Vocabulary,Score
0.262,0.173076923,1,0.6328125,0.017432647,0.009508716,1.250853319,1.181954796,0.35,10
0.268,0.476190476,1,0.539473684,0.038251366,0.013661202,1.072346535,1.058334584,0.246,8
0.304,0.375,0.981481481,0.544117647,0,0.037356322,1.097455894,1.151163202,0.174,8
0.528,0.615384615,0.964285714,0.5,0.012711864,0.021186441,0.921004756,0.748936176,0.168,6
0.098,0.416666667,0.957446809,0.429824561,0.030965392,0.001821494,1.275081596,1.144430717,0.392,11
0.182,0.448275862,0.936170213,0.511363636,0.029339853,0.017114914,1.022326778,0.909646161,0.326,9
0.344,0.285714286,0.955555556,0.5,0.048780488,0.021341463,1.018275538,0.921756728,0.216,8
0.186,0.375,0.980769231,0.658823529,0.024570025,0.00982801,1.472917015,1.194498624,0.256,8
0.016,0.517241379,1,0.420560748,0.037401575,0.023622047,1.034061982,0.881414528,0.294,9
0.894,0.5,1,0.909090909,0,0.075471698,0.501078551,0.553012686,0.052,4
0.362,0.24,1,0.484848485,0.018808777,0.012539185,1.011753383,0.960529028,0.192,8
0.134,0.535714286,0.97826087,0.614285714,0.011547344,0.034642032,0.94571135,1.045064324,0.332,12
0.03,0.27027027,1,0.614035088,0.030927835,0.016494845,1.010541026,0.913554395,0.37,10
0.254,0.55,1,0.581081081,0.034852547,0.010723861,1.185585446,0.880096016,0.214,8
0.264,0.647058824,1,0.526315789,0.10326087,0.029891304,1.040431404,0.728419876,0.246,8
0.066,0.586206897,0.814814815,0.423076923,0.015009381,0.009380863,1.48203856,1.214166968,0.288,9
0.178,0.379310345,0.888888889,0.528089888,0.01703163,0.01216545,1.423131277,1.028160773,0.26,10
0.454,1,0.967741935,0.517857143,0.029304029,0.010989011,1.417554129,0.870051106,0.138,7
0.65,1,1,0.458333333,0.022857143,0.034285714,0,0,0.1,5
0.44,0.7,1,0.637931034,0.05,0.014285714,1.03228416,0.868923889,0.186,8
0.196,0.52173913,0.956521739,0.513157895,0,0.014925373,1.033277051,1.004690623,0.254,9
0.188,0.3,1,0.703703704,0.009852217,0.007389163,1.200474561,0.975244756,0.3,9
0.168,0.5,1,0.573033708,0.019230769,0.009615385,1.109009418,1.00345645,0.23,10
0.174,0.435897436,1,0.567567568,0.023850085,0.005110733,1.317330545,1.315581319,0.334,10
0.16,0.666666667,0.979166667,0.551724138,0.011904762,0.00952381,1.243606471,1.217182007,0.31,10
0.15,0.72,0.961538462,0.556962025,0.035294118,0.023529412,1.005632712,1.081458621,0.332,11
0.014,0.181818182,1,0.606060606,0.029585799,0.01183432,1.069989866,1.002471938,0.316,10
0.2,0.416666667,1,0.583333333,0.0275,0.01,1.213605276,1.007678095,0.238,10
0.478,0.818181818,1,0.647058824,0.042145594,0.003831418,0.878566259,0.806771938,0.194,7
0.084,0.317073171,0.986666667,0.62962963,0.036900369,0.040590406,1.234295649,1.137857812,0.354,9
0.514,0.875,0.961538462,0.512195122,0.020576132,0.020576132,0.922013601,0.77110637,0.166,7
0.198,0.416666667,0.977272727,0.575342466,0.039900249,0.037406484,1.099956877,1.118940734,0.278,10
0.64,0.416666667,1,0.657894737,0.005555556,0.027777778,1.141526754,0.786036351,0.112,7
0.28,0.233333333,0.976744186,0.5,0.047222222,0.005555556,1.006277624,0.940801148,0.238,9
0.15,0.545454545,0.95890411,0.537190083,0.026086957,0.017391304,1.093047848,1.082053312,0.384,10
0.238,0.416666667,0.97826087,0.691358025,0.015748031,0.039370079,1.109278306,1.03501596,0.26,10
0.394,0.473684211,1,0.461538462,0.056105611,0.02310231,0.963885074,0.973576678,0.206,7
0.118,0.35483871,0.957446809,0.494736842,0.027210884,0.020408163,1.406432791,1.090231071,0.238,9
0.278,0.416666667,0.868421053,0.410958904,0.058171745,0.002770083,1.202767037,1.003794199,0.282,10
0.63,1,1,0.454545455,0.118918919,0.010810811,0.488733332,0.494691073,0.13,6
0.19,0.461538462,0.821428571,0.533898305,0.026890756,0.006722689,1.211687637,1.058033579,0.452,12
0.388,0.529411765,1,0.6,0.055555556,0.006535948,1.466897818,1.076633994,0.184,9
0.128,0.6,1,0.692307692,0.064220183,0.002293578,1.775996385,1.408813004,0.194,8
0.394,0.333333333,1,0.551020408,0.04620462,0.01650165,0.941226627,0.799668225,0.202,8
0.51,1,1,0.547169811,0.044897959,0.016326531,0.85514224,0.923045535,0.17,8
0.656,0.636363636,0.96,0.828571429,0.01744186,0.011627907,1.388604824,1.161239655,0.088,6
0.022,0.535714286,1,0.5,0.008179959,0.008179959,1.548245229,1.130961959,0.214,9
0.154,0.333333333,1,0.56,0.01891253,0.011820331,0.952706675,0.996835686,0.288,12
0.126,0.428571429,0.983870968,0.666666667,0.020594966,0.036613272,1.502497919,1.196873281,0.284,10
0.334,0.137931034,1,0.616666667,0.015015015,0.021021021,0.918973692,0.980281895,0.222,8
0.104,0.448275862,0.962962963,0.576470588,0.060267857,0.033482143,1.085127594,0.976698268,0.342,9
0.296,0.269230769,1,0.482758621,0.065340909,0.005681818,1.220823492,1.065751097,0.266,9
0.076,0.243243243,1,0.677419355,0.034632035,0.015151515,1.372146216,1.060380172,0.314,10
0.456,0.19047619,1,0.68,0.011029412,0.025735294,1.485214299,1.0560854,0.156,8
0.166,0.366666667,1,0.493975904,0.016786571,0.007194245,1.217548945,1.120186667,0.216,10
0.068,0.586206897,0.909090909,0.514851485,0.033707865,0.011235955,1.150565703,1.160116402,0.384,12
0.536,0.136363636,0.903225806,0.648148148,0.107758621,0.012931034,1.393043961,0.992628391,0.196,8
0.51,0.777777778,0.862068966,0.553191489,0.012244898,0.008163265,1.380439361,1.22626054,0.17,8
0.258,0.2,0.955555556,0.506024096,0.091644205,0.016172507,1.060683433,0.90532208,0.316,9
0.074,0.545454545,0.923076923,0.468468468,0.018621974,0.020484171,0.96101793,1.056230456,0.414,10
0.338,0.55,0.97826087,0.474576271,0.03021148,0.072507553,0.973730605,0.939862639,0.212,8
0.106,0.625,0.981132075,0.575,0.049217002,0.004474273,1.349641254,1.150111519,0.27,9
0.7,0.4,1,0.586206897,0.033333333,0.006666667,0.655551979,0.716369136,0.138,6
0.33,0.380952381,1,0.712121212,0.017910448,0.008955224,1.253261719,1.066771476,0.2,8
0.356,1,1,0.508196721,0.00931677,0.01863354,1.310050183,0.891145329,0.138,8
0.49,1,1,0.551020408,0.039215686,0.007843137,0.94496574,0.857511629,0.152,8
0.488,0.666666667,1,0.533333333,0.05078125,0.0234375,0.988924465,0.880519349,0.174,8
0.302,0.28,0.97826087,0.548780488,0.140401146,0.020057307,1.039174081,0.835357055,0.28,8
0.34,0.476190476,1,0.671875,0.018181818,0.012121212,1.201284207,0.966782637,0.248,8
0.238,0.55,0.961538462,0.549450549,0.039370079,0.023622047,1.030598878,1.011820155,0.276,10
0.348,0.347826087,1,0.507936508,0.024539877,0.012269939,1.170203863,0.962581946,0.21,8
0.464,0.3,0.807692308,0.465116279,0.078358209,0.03358209,0.791948197,0.89883901,0.216,8
0.45,0.173913043,0.903225806,0.528301887,0.003636364,0,1.326090953,1.015520291,0.186,8
0.126,0.333333333,1,0.5,0.011441648,0.018306636,1.015659345,0.942405124,0.252,10
0.116,0.466666667,0.905660377,0.530864198,0.018099548,0.022624434,1.263538023,1.137788657,0.32,10
0.414,0.529411765,1,0.594202899,0.034129693,0.027303754,1.531361577,1.192366137,0.146,8
0.214,0.5,0.9375,0.641975309,0.015267176,0.030534351,1.17009316,1.06127363,0.256,8
0.226,0.6875,1,0.483870968,0.033591731,0.036175711,1.212204526,0.884923022,0.176,8
0.068,0.5,0.985507246,0.616071429,0.02360515,0.019313305,1.441441767,1.253541736,0.232,8
0.33,0.454545455,0.907407407,0.701298701,0.014925373,0.017910448,1.49943403,1.157620735,0.16,8
0.778,0.666666667,1,0.608695652,0.045045045,0.027027027,0.47991347,0.503300616,0.078,5
0.178,0.565217391,0.981132075,0.488372093,0.01703163,0.00243309,1.05510892,1.168116285,0.258,9
0.748,0,1,0.545454545,0.03968254,0.023809524,0.926392175,0.723118968,0.102,6
0.362,0.391304348,0.975609756,0.701492537,0.021943574,0.043887147,0.929822141,1.040870849,0.258,10
0.512,0.4375,0.939393939,0.481481481,0.024590164,0.008196721,1.209923701,0.900135772,0.148,8
0.026,0.205128205,1,0.65625,0.075975359,0.016427105,1.507122556,1.307576577,0.274,11
0.202,0.413793103,0.976744186,0.578125,0.010025063,0.015037594,1.091962786,0.997555309,0.256,8
0.042,0.411764706,1,0.474226804,0.017274472,0.005758157,1.145541248,1.210396069,0.382,10
0.754,0.222222222,0.923076923,0.461538462,0.056910569,0.032520325,0.655445428,0.593642618,0.116,5
0.236,0.285714286,0.976744186,0.5,0.041884817,0.020942408,1.38218284,1.057156963,0.208,8
0.042,0.68,0.985074627,0.557692308,0.005758157,0.021113244,1.166120175,0.921809045,0.318,10
0.158,0.652173913,0.959183673,0.5375,0.021377672,0.016627078,1.148546491,1.102676642,0.3,10
0.476,0.564102564,0.945054945,0.548387097,0.031165312,0.016260163,1.579346083,1.18725636,0.43,11
0.278,0.296296296,1,0.530120482,0.027700831,0.011080332,1.197062084,1.08754791,0.208,8
0.21,0.407407407,0.981132075,0.646341463,0.020253165,0.012658228,1.053330274,0.980700131,0.308,9
0.248,0.392857143,0.979591837,0.591549296,0.034574468,0.029255319,1.160188143,1.075078193,0.236,8
0.006,0.592592593,0.984126984,0.524271845,0.018108652,0.006036217,1.314845495,1.002671183,0.252,10
0.264,0.151515152,0.941176471,0.574712644,0.016304348,0.002717391,1.336940999,1.121712582,0.234,10
0.12,0.255319149,1,0.568965517,0.041071429,0.033928571,0.829593788,0.981058833,0.462,10
0.274,0.36,1,0.56,0.022038567,0.002754821,1.029365509,1.098669379,0.284,10
0.44,0.2,0.911111111,0.611940299,0.007142857,0.017857143,1.332284487,1.038763104,0.184,8
0.7,0.4,1,0.84,0.006666667,0.013333333,1.124882713,1.073017572,0.084,6
0.672,0.375,1,0.540540541,0.012195122,0.042682927,1.000026978,0.806640446,0.13,6
0.246,0.423076923,1,0.653846154,0.026525199,0.023872679,1.23110316,1.13672992,0.27,9
0.62,0.583333333,1,0.714285714,0.036842105,0.005263158,1.080555226,0.795341888,0.102,6
0.462,0.25,1,0.661016949,0.003717472,0.007434944,1.512337849,1.013194351,0.148,7
0.37,0.45,1,0.4375,0.028571429,0.012698413,1.4017627,0.90215638,0.162,8
0.39,0.571428571,0.913043478,0.611111111,0.078688525,0.019672131,0.978322728,0.946336004,0.254,8
0.106,0.571428571,1,0.62,0.03074141,0.023508137,1.15244503,1.265969575,0.4,10
0.2,0.6,1,0.476190476,0.035,0.0175,1.162072152,1.049208135,0.25,8
0.046,0.307692308,0.987012987,0.541666667,0.013384321,0.015296367,1.116308541,1.049888888,0.35,10
0.322,0.153846154,1,0.709090909,0.02359882,0.03539823,0.877033544,0.906327869,0.268,8
0.226,0.434782609,0.979166667,0.594594595,0.023255814,0.010335917,0.889099344,0.963002128,0.274,9
0.138,0.135135135,0.944444444,0.520408163,0.106728538,0.016241299,1.111325306,0.979697909,0.356,10
0.588,0.105263158,1,0.472222222,0.014563107,0.014563107,0.733078828,0.779029509,0.154,6
0.126,0.481481481,0.955555556,0.613636364,0.009153318,0.027459954,1.151060562,1.127067072,0.332,9
0.15,0.785714286,1,0.657894737,0.030588235,0.018823529,1.27866932,1.256754868,0.268,8
0.318,0.5,1,0.537313433,0.041055718,0.035190616,1.246898655,1.065052384,0.224,8
0.062,0.302325581,0.972222222,0.460176991,0.028248588,0.011299435,1.156409088,0.981540889,0.366,12
0.504,0.210526316,1,0.479166667,0.008064516,0.012096774,1.086234507,0.992418178,0.144,8
0.276,0.296296296,1,0.658536585,0.022099448,0.011049724,1.270487204,1.091296072,0.244,9
0.416,0.545454545,0.833333333,0.482758621,0.065068493,0,1.120903475,0.900589334,0.19,8
0.45,0.291666667,1,0.515151515,0.061818182,0.036363636,1.091490302,1.022384874,0.196,8
0.094,0.419354839,1,0.617021277,0.024282561,0.006622517,1.32742117,1.206440095,0.264,9
0.452,0.217391304,1,0.724137931,0.03649635,0.010948905,1.117675042,0.942611979,0.2,8
0.062,0.388888889,0.957746479,0.714285714,0.018832392,0.018832392,1.128174341,1.069205027,0.41,12
0.614,0.555555556,1,0.535714286,0.274611399,0.015544041,0.645183877,0.562868604,0.208,7
0.186,0.28125,1,0.506493506,0.004914005,0.00982801,1.1644878,1.17262371,0.24,8
0.404,0.368421053,1,0.607142857,0.043624161,0.043624161,1.113551472,0.931137773,0.18,7
0.598,0.8,1,0.446808511,0.114427861,0.014925373,0.951970917,0.727736345,0.146,6
0.368,0.588235294,0.923076923,0.571428571,0.03164557,0.03164557,1.101940813,1.037401217,0.226,8
0.358,0.615384615,1,0.684210526,0.028037383,0.015576324,1.091376105,1.096972886,0.206,9
0.124,0.761904762,1,0.731182796,0.01826484,0.020547945,1.912401664,1.392987586,0.184,9
0.492,0.368421053,1,0.489795918,0.047244094,0.011811024,0.924873911,0.85270113,0.21,8
0.508,0.5,1,0.612244898,0.048780488,0.032520325,0.857383086,0.817830914,0.188,9
0.138,0.419354839,0.979166667,0.56043956,0.013921114,0.013921114,1.268116517,1.02048739,0.264,9
0.264,0.617647059,0.975308642,0.492537313,0.012658228,0.014240506,1.488370393,1.315393546,0.3,11
0.302,0.666666667,1,0.684210526,0.042979943,0.048710602,1.134915888,0.922774568,0.21,7
0.666,0.714285714,1,0.5,0.047904192,0.011976048,0.865145878,0.743243248,0.108,7
0.292,0.363636364,0.895522388,0.385185185,0.010835913,0.013931889,1.319433097,1.146293214,0.428,11
0.196,0.321428571,1,0.62195122,0.009950249,0.007462687,0.949935208,0.955983235,0.264,8
0.032,0.25,1,0.485148515,0.02892562,0.022727273,1.276342679,1.127172217,0.252,9
0.328,0.391304348,0.954545455,0.589285714,0.053571429,0.014880952,1.306580309,1.124267425,0.216,9
0.382,0.333333333,0.939393939,0.576271186,0.03236246,0.01618123,1.295001123,0.993637351,0.222,10
0.112,0.740740741,0.985915493,0.516949153,0.010791367,0.005395683,1.043338217,0.968487279,0.348,9
0.186,0.384615385,1,0.6,0.017199017,0.034398034,1.409357543,1.232634204,0.22,9
0.562,0.428571429,1,0.673913043,0.054794521,0.054794521,1.346321464,0.834010054,0.138,6
0.148,0.580645161,0.971830986,0.427350427,0.040069686,0.017421603,1.167102942,1.050739107,0.366,10
0.348,0.391304348,1,0.647058824,0.030674847,0.003067485,0.921011591,0.92171102,0.228,8
0.434,0.4,0.931034483,0.490196078,0.014134276,0.014134276,0.87113987,0.908861028,0.212,8
0.142,0.6,1,0.520833333,0.018648019,0.018648019,1.62327782,1.07400809,0.242,8
0.048,0.653846154,0.967213115,0.673076923,0.011450382,0.007633588,1.378133471,1.19123477,0.3,11
0.14,0.333333333,1,0.541666667,0.023255814,0.041860465,1.07953581,0.980803219,0.306,9
0.38,0.2,0.975609756,0.563380282,0.032258065,0.019354839,1.255184513,1.050759665,0.196,7
0.112,0.466666667,0.928571429,0.539215686,0.047297297,0.013513514,1.34265942,1.069757569,0.232,9
0.414,0.75,1,0.486111111,0.006825939,0.013651877,1.588185764,1.08092875,0.152,8
0.048,0.6,0.85106383,0.441176471,0.040076336,0.011450382,1.210063215,1.169328808,0.35,10
0.262,0.611111111,0.954545455,0.573333333,0.021680217,0,1.34029465,1.127325,0.208,8
0.202,0.277777778,0.959183673,0.527027027,0.027568922,0.015037594,1.017411693,0.826146514,0.352,11
0.208,0.52,1,0.592105263,0.03030303,0.012626263,1.378718885,1.173652789,0.266,11
0.1,0.608695652,0.897959184,0.484536082,0.013333333,0.011111111,1.304796426,1.254021181,0.344,10
0.474,0.588235294,1,0.540983607,0.019011407,0.011406844,1.150516823,0.967820567,0.182,8
0.204,0.523809524,0.925,0.461538462,0.027638191,0.027638191,1.19746374,1.012324178,0.28,9
0.22,0.346153846,0.983333333,0.602040816,0.030769231,0.012820513,1.317835872,0.990369136,0.22,8
0.36,0.4,1,0.484848485,0.03125,0.025,0.974146993,0.86240407,0.196,8
0.024,0.282051282,0.98630137,0.596330275,0.029296875,0.017578125,0.976178725,0.980272829,0.352,10
0.41,0.727272727,1,0.649122807,0.023728814,0.027118644,1.207727051,0.939579186,0.208,8
0.23,0.37037037,0.958333333,0.436619718,0.033766234,0.015584416,0.938848018,1.005097469,0.278,9
0.216,0.296296296,0.955555556,0.661971831,0.015306122,0.00255102,1.296185515,1.141783913,0.262,11
0.472,0.411764706,1,0.689655172,0.034090909,0.022727273,1.477486385,0.854298926,0.172,8
0.164,0.565217391,1,0.464788732,0.019138756,0.011961722,1.078337795,1.122815629,0.298,9
0.398,0.318181818,1,0.634920635,0.023255814,0.013289037,1.074237954,0.964639539,0.208,8
0.13,0.176470588,0.906976744,0.530864198,0.013793103,0.006896552,1.154222935,1.059053925,0.276,10
0.204,0.205882353,1,0.492753623,0.020100503,0.007537688,1.123424947,1.136129484,0.29,10
0.556,0.375,1,0.631578947,0,0.036036036,1.414003615,1.124680076,0.126,7
0.374,0.5,0.974358974,0.58490566,0.041533546,0.012779553,1.240677212,1.168712935,0.224,8
0.554,0.636363636,1,0.472727273,0.02690583,0.01793722,1.064527381,0.767954048,0.152,6
